bairro,area_m2,quartos,banheiros,vagas,andar,idade_anos,preco
Copacabana,347,3,5,0,3,6.0,5093580.09
Flamengo,117,3,4,2,13,58.0,1029772.8
Copacabana,77,5,5,2,13,19.0,979046.45
Leblon,122,4,4,0,3,25.0,2318787.53
Leblon,284,5,5,3,6,45.0,4244137.97
Vila Isabel,96,3,5,3,5,3.0,647680.28
Copacabana,313,5,5,2,17,4.0,4659119.84
Recreio,75,5,6,1,6,,662145.04
Meier,40,5,6,1,0,40.0,134137.76
Jacarepagua,96,3,3,1,6,58.0,427838.57
Flamengo,270,2,4,0,11,37.0,1655250.9
Vila Isabel,220,5,6,1,19,52.0,1298503.67
Barra da Tijuca,140,4,5,0,1,52.0,1212832.57
Vila Isabel,238,5,6,0,22,16.0,1289953.98
Tijuca,235,3,3,2,8,11.0,1944706.08
Santa Teresa,205,5,6,0,8,9.0,1765519.22
Jacarepagua,192,4,6,1,0,47.0,912001.28
Laranjeiras,57,4,5,1,6,40.0,592885.7
Grajau,109,1,1,0,11,51.0,656820.23
Laranjeiras,196,3,4,3,15,30.0,1536802.8
Vila Isabel,68,4,6,3,19,58.0,370395.23
Meier,179,4,4,2,13,53.0,737572.51
Copacabana,63,5,6,2,2,48.0,690571.69
Jacarepagua,280,2,2,0,9,48.0,1390490.33
Leblon,58,2,2,3,18,7.0,1418648.31
Grajau,55,5,6,3,15,44.0,252978.15
Botafogo,232,5,6,1,14,56.0,1984153.95
Botafogo,96,1,3,2,12,17.0,1015570.16
Botafogo,139,2,2,3,12,48.0,1042524.26
Centro,127,5,5,2,24,21.0,738450.42
Meier,95,1,2,0,14,12.0,559880.68
Santa Teresa,272,4,6,1,14,43.0,1826538.72
Recreio,249,1,3,0,8,9.0,1656849.93
Tijuca,102,1,2,1,12,28.0,668793.85
Copacabana,248,4,6,3,17,56.0,2161638.0
Copacabana,256,4,6,0,21,9.0,3335904.76
Barra da Tijuca,200,3,5,3,19,9.0,2753767.98
Grajau,212,5,6,1,16,56.0,1082710.75
Jacarepagua,328,2,3,1,19,46.0,1547150.02
Grajau,172,3,5,2,0,27.0,1051961.45
Ipanema,150,4,4,0,6,24.0,2800781.06
Ipanema,200,4,5,0,6,57.0,2762030.6
Vila Isabel,296,2,4,1,16,43.0,1979356.8
Ipanema,255,4,4,0,18,54.0,4273069.72
Copacabana,49,3,4,3,3,5.0,712537.32
Recreio,174,3,5,2,4,31.0,1536448.84
Grajau,265,5,5,3,12,,1905418.05
Flamengo,97,2,4,3,24,2.0,889499.01
Ipanema,346,4,5,1,0,30.0,5807901.78
Vila Isabel,287,5,6,3,21,3.0,2401518.93
Vila Isabel,300,4,5,0,4,54.0,1756671.86
Vila Isabel,51,5,5,1,6,40.0,241577.03
Grajau,213,3,5,2,15,11.0,1664026.77
Botafogo,196,2,2,1,18,31.0,2008184.35
Santa Teresa,228,5,5,2,21,6.0,2496719.89
Tijuca,301,4,6,3,0,48.0,1358673.56
Vila Isabel,139,2,4,1,1,11.0,759060.14
Meier,198,2,2,1,11,36.0,686225.84
Laranjeiras,245,2,3,2,13,4.0,2481907.29
Centro,269,5,5,3,6,9.0,2126725.79
Centro,275,1,1,3,15,58.0,1250986.17
Centro,134,4,6,3,6,23.0,743993.09
Laranjeiras,349,3,3,0,23,7.0,3861832.98
Laranjeiras,28,1,2,0,4,41.0,211936.83
Leblon,185,4,6,2,16,12.0,4358719.46
Vila Isabel,222,4,6,1,13,35.0,1342446.06
Meier,44,4,5,2,2,48.0,162198.71
Tijuca,171,3,5,3,15,41.0,1080594.49
Jacarepagua,218,2,3,2,3,14.0,1372094.8
Santa Teresa,222,1,1,1,13,14.0,2004049.47
Vila Isabel,63,1,1,3,15,13.0,491767.92
Vila Isabel,115,2,4,1,1,37.0,643064.6
Recreio,104,4,6,2,5,40.0,763565.29
Laranjeiras,232,1,2,0,7,31.0,2144467.62
Barra da Tijuca,131,5,6,2,23,23.0,1530553.1
Flamengo,210,3,5,1,5,3.0,1918014.5
Centro,262,2,3,0,23,50.0,1289976.39
Botafogo,284,5,5,0,13,39.0,2166054.51
Botafogo,84,1,3,2,23,38.0,885445.05
Copacabana,318,5,6,0,20,6.0,4712399.69
Leblon,78,2,2,0,7,17.0,1452011.65
Recreio,32,2,4,0,13,18.0,280815.17
Jacarepagua,39,3,3,0,17,35.0,189692.65
Leblon,90,5,6,1,1,47.0,1290147.61
Recreio,308,2,3,1,16,51.0,2755931.06
Centro,92,5,6,2,11,31.0,418115.23
Botafogo,250,2,4,2,0,21.0,1988941.3
Barra da Tijuca,161,2,3,2,21,24.0,2100782.59
Barra da Tijuca,37,4,4,3,6,44.0,402000.33
Jacarepagua,169,4,6,0,21,19.0,1115513.9
Barra da Tijuca,34,2,3,2,5,24.0,518362.64
Laranjeiras,179,1,2,0,13,47.0,1223939.87
Tijuca,206,2,2,3,9,32.0,1238529.51
Recreio,194,3,3,1,22,28.0,1954007.05
Barra da Tijuca,116,1,2,1,23,44.0,1496257.79
Leblon,274,1,2,0,19,17.0,6764430.06
Flamengo,218,5,6,2,21,3.0,2162823.4
Botafogo,107,1,2,1,19,47.0,1152452.8
Tijuca,166,3,5,3,7,27.0,1248903.6
Laranjeiras,60,4,6,0,23,19.0,591525.25
Santa Teresa,325,2,3,1,13,5.0,2462898.98
Flamengo,269,3,5,3,8,55.0,2060720.95
Grajau,118,1,2,3,4,43.0,824919.19
Vila Isabel,244,4,5,3,17,16.0,1323358.73
Jacarepagua,245,4,5,2,6,36.0,1092611.98
Laranjeiras,223,5,6,3,16,,1792729.88
Tijuca,42,5,5,0,1,19.0,268845.31
Recreio,310,2,3,3,15,18.0,2571604.11
Meier,335,1,1,2,16,4.0,2230498.69
Santa Teresa,341,2,3,1,13,58.0,2205546.38
Vila Isabel,343,1,3,0,16,55.0,1761630.02
Jacarepagua,326,3,4,2,24,52.0,1688489.28
Centro,265,1,1,0,20,18.0,1740560.67
Botafogo,43,5,6,2,10,59.0,261813.81
Vila Isabel,176,4,6,0,21,16.0,1349926.72
Meier,104,2,3,1,23,,421833.26
Jacarepagua,96,5,5,0,4,6.0,531981.29
Laranjeiras,294,4,5,1,8,18.0,2778275.86
Centro,289,3,5,1,18,34.0,1551005.87
Ipanema,194,1,2,0,12,58.0,2820032.96
Tijuca,264,2,2,3,3,15.0,1898520.63
Leblon,67,3,3,3,11,,1301632.68
Laranjeiras,97,4,6,1,9,50.0,887841.87
Copacabana,304,2,3,0,18,28.0,3782834.07
Botafogo,171,4,6,3,12,40.0,1667373.56
Meier,202,2,3,2,3,25.0,1089203.99
Flamengo,175,2,2,2,1,0.0,1572675.26
Jacarepagua,90,3,4,2,7,16.0,681924.23
Vila Isabel,293,1,3,0,3,33.0,1350776.23
Grajau,271,3,4,1,21,1.0,2121109.52
Ipanema,247,2,3,0,6,13.0,4097760.72
Santa Teresa,139,2,3,2,15,57.0,813118.92
Centro,234,4,5,3,3,0.0,1327958.53
Centro,334,2,2,2,11,14.0,1738621.32
Ipanema,236,4,4,2,23,37.0,4548360.96
Centro,185,4,4,2,16,33.0,820112.24
Flamengo,112,4,6,3,7,12.0,1250408.77
Meier,194,2,3,0,18,3.0,1257027.77
Ipanema,145,5,6,1,12,53.0,1917272.48
Jacarepagua,223,2,2,1,5,33.0,1236648.89
Santa Teresa,39,2,2,2,24,34.0,283165.76
Flamengo,86,5,6,1,23,3.0,788528.7
Leblon,280,2,4,3,14,12.0,5182323.45
Santa Teresa,148,4,5,1,0,4.0,1274398.29
Santa Teresa,165,1,1,3,10,58.0,1073152.41
Leblon,201,4,6,3,12,46.0,3740257.86
Vila Isabel,167,5,5,0,23,32.0,956972.29
Recreio,271,4,5,3,18,40.0,1951275.4
Meier,104,3,4,3,5,,532574.11
Recreio,271,5,6,0,12,,1270325.65
Laranjeiras,93,2,2,1,4,31.0,768485.2
Santa Teresa,145,2,2,3,11,30.0,1121750.98
Laranjeiras,216,1,1,3,13,57.0,1578392.99
Grajau,312,4,4,1,12,,2856152.97
Santa Teresa,100,4,5,2,10,25.0,624247.02
Ipanema,215,4,6,0,10,5.0,3569027.24
Botafogo,45,4,4,2,19,25.0,483734.95
Flamengo,49,1,2,2,12,16.0,495320.52
Meier,274,4,4,1,1,27.0,936464.53
Copacabana,258,4,4,1,18,42.0,2906981.42
Ipanema,147,2,4,3,15,16.0,2714366.83
Jacarepagua,227,3,3,1,17,3.0,992854.1
Centro,148,5,6,1,17,9.0,904015.36
Leblon,115,3,5,1,4,42.0,1791421.11
Leblon,165,4,6,1,24,34.0,3144990.63
Ipanema,126,3,3,1,24,58.0,1441521.16
Meier,289,4,5,2,3,53.0,1259834.64
Copacabana,158,4,6,3,5,9.0,2346411.54
Meier,129,4,5,2,6,44.0,592672.3
Jacarepagua,199,4,4,0,24,5.0,881521.7
Recreio,271,5,5,1,23,5.0,2611470.55
Flamengo,113,2,4,2,6,47.0,864388.02
Jacarepagua,330,5,6,2,15,24.0,1563737.32
Flamengo,175,4,4,3,6,59.0,1338168.29
Laranjeiras,239,3,3,1,0,0.0,2570125.87
Grajau,336,2,2,1,5,30.0,1843700.48
Laranjeiras,165,3,3,2,1,18.0,1080099.39
Jacarepagua,89,4,6,0,21,59.0,290471.2
Jacarepagua,268,2,4,2,19,40.0,1267954.6
Botafogo,27,2,2,3,4,,227822.8
Meier,173,5,6,2,14,17.0,859462.08
Leblon,343,3,5,1,5,53.0,5102302.25
Grajau,159,4,5,3,14,50.0,969268.19
Vila Isabel,247,1,3,2,22,47.0,1457956.65
Ipanema,195,1,1,2,21,28.0,3435416.16
Laranjeiras,94,5,6,3,20,55.0,799388.91
Ipanema,128,1,1,0,6,40.0,1711596.47
Flamengo,195,4,6,3,4,3.0,1637501.68
Ipanema,58,5,6,2,4,53.0,721363.25
Jacarepagua,159,3,3,2,3,1.0,878013.22
Centro,159,5,6,0,15,40.0,567996.01
Flamengo,296,3,5,3,16,14.0,2729725.7
Recreio,65,5,6,0,22,53.0,525460.01
Grajau,298,2,2,3,2,43.0,1852563.03
Laranjeiras,158,3,3,3,6,48.0,1267545.1
Botafogo,236,2,4,1,18,41.0,2293976.28
Flamengo,206,4,4,1,17,34.0,2258317.92
Flamengo,122,1,3,0,10,51.0,802580.11
Barra da Tijuca,327,5,6,1,3,17.0,3376637.91
Laranjeiras,97,1,3,0,12,31.0,964584.45
Grajau,36,2,4,3,4,17.0,236165.47
Vila Isabel,268,3,5,2,13,6.0,1618397.94
Laranjeiras,226,1,1,0,22,52.0,1909547.45
Centro,314,3,5,3,4,29.0,1534973.82
Tijuca,173,5,5,0,2,3.0,1128653.94
Laranjeiras,30,5,6,2,18,49.0,204096.71
Barra da Tijuca,31,1,1,0,0,56.0,304155.11
Jacarepagua,165,3,5,0,24,39.0,920140.14
Tijuca,106,3,3,0,19,19.0,967064.81
Tijuca,324,1,2,1,10,51.0,1818154.32
Leblon,63,4,5,2,9,44.0,1077679.27
Santa Teresa,311,3,5,3,9,17.0,2892688.72
Leblon,95,4,4,3,9,19.0,2268794.53
Ipanema,63,2,2,2,20,59.0,898530.9
Santa Teresa,114,2,3,2,19,57.0,546836.67
Meier,71,4,4,1,5,40.0,281215.4
Recreio,155,4,6,1,4,2.0,1120054.52
Laranjeiras,132,1,1,3,13,13.0,1255529.46
Barra da Tijuca,196,2,4,2,16,21.0,2275098.04
Ipanema,199,3,4,2,18,32.0,4068231.28
Flamengo,25,5,6,0,7,52.0,146341.36
Leblon,65,2,2,1,12,50.0,938809.64
Meier,77,2,2,2,2,16.0,407956.01
Santa Teresa,88,5,6,1,11,6.0,776787.78
Santa Teresa,55,4,4,2,17,16.0,268764.36
Barra da Tijuca,127,5,5,3,7,,1175490.77
Laranjeiras,203,4,4,0,7,53.0,1409049.87
Centro,125,5,6,3,11,0.0,952195.43
Jacarepagua,131,1,3,3,21,49.0,841422.24
Leblon,177,2,2,1,15,,3160256.05
Barra da Tijuca,203,2,2,3,22,6.0,2768679.56
Centro,132,1,2,0,1,41.0,553354.38
Santa Teresa,97,4,5,1,21,34.0,779307.15
Copacabana,158,4,6,0,1,0.0,2342367.38
Flamengo,32,1,1,2,8,13.0,369793.02
Vila Isabel,185,1,2,3,10,20.0,1131419.22
Santa Teresa,330,1,1,2,5,12.0,2223701.58
Recreio,154,3,3,2,24,34.0,1218342.57
Ipanema,60,3,5,0,22,36.0,1186616.31
Tijuca,254,2,3,3,14,10.0,1820096.35
Vila Isabel,66,5,6,0,11,7.0,317819.74
Grajau,87,2,2,2,19,39.0,507829.34
Centro,72,3,4,2,17,28.0,386227.94
Ipanema,312,3,4,3,12,15.0,4002144.53
Ipanema,343,2,4,3,20,15.0,6500695.34
Jacarepagua,210,5,6,2,4,2.0,1368920.1
Meier,225,5,5,2,6,51.0,1214517.51
Copacabana,234,1,3,1,0,,1685102.12
Flamengo,223,3,3,2,2,33.0,2086751.02
Meier,201,1,3,2,4,20.0,1162027.91
Copacabana,345,3,4,2,15,12.0,4509542.79
Ipanema,263,4,6,2,21,18.0,4041376.0
Recreio,53,3,4,1,14,55.0,293650.53
Flamengo,152,2,3,0,11,,1586305.21
Vila Isabel,341,2,3,0,6,49.0,1746976.59
Recreio,156,2,2,1,2,18.0,1116457.07
Tijuca,91,2,2,1,14,15.0,806380.34
Santa Teresa,307,2,4,2,3,48.0,1780671.31
Recreio,227,4,6,3,19,57.0,1081544.86
Tijuca,207,1,3,2,10,59.0,1110613.98
Recreio,161,1,1,3,8,16.0,1403709.91
Copacabana,65,3,4,2,0,35.0,676507.8
Tijuca,149,4,5,3,6,17.0,1105987.75
Jacarepagua,167,2,4,3,0,11.0,1159086.49
Grajau,327,2,3,0,18,23.0,1838851.19
Laranjeiras,124,4,6,2,12,3.0,1151778.8
Laranjeiras,73,2,4,2,19,9.0,893283.65
Meier,163,4,5,3,14,35.0,557845.59
Ipanema,349,1,2,2,23,41.0,5523672.04
Barra da Tijuca,181,1,2,0,19,16.0,2807369.64
Santa Teresa,148,3,5,0,3,33.0,1186203.86
Copacabana,241,2,3,0,2,45.0,2487860.1
Grajau,235,4,4,0,22,53.0,1480059.71
Flamengo,122,3,4,0,6,34.0,880113.37
Tijuca,339,2,3,3,19,14.0,3122460.1
Laranjeiras,217,1,3,1,15,42.0,1435581.47
Vila Isabel,43,1,3,2,17,10.0,238812.6
Copacabana,157,4,4,3,6,8.0,1971284.76
Ipanema,324,2,3,2,7,21.0,5002813.54
Centro,152,3,3,1,13,19.0,906261.62
Santa Teresa,209,5,6,1,0,8.0,1708834.93
Copacabana,224,5,6,3,7,3.0,3471244.93
Centro,253,2,4,2,12,56.0,1233910.54
Leblon,308,1,1,3,5,40.0,5040803.82
Centro,73,4,4,0,7,43.0,391974.71
Centro,192,4,6,0,24,3.0,1112326.63
Ipanema,198,2,3,0,7,47.0,3208409.23
Flamengo,74,3,4,2,22,21.0,742279.71
Grajau,243,1,3,2,23,44.0,1568241.96
Vila Isabel,63,4,6,1,16,29.0,277133.88
Copacabana,173,4,6,1,3,14.0,1298042.47
Botafogo,132,2,4,2,5,15.0,1066630.96
Botafogo,75,3,5,3,23,8.0,1114328.3
Recreio,292,2,4,3,0,49.0,1551179.18
Leblon,104,1,3,1,12,25.0,2355227.39
Vila Isabel,107,1,2,2,14,46.0,517848.31
Laranjeiras,302,5,5,0,20,49.0,2296916.38
Vila Isabel,310,3,5,3,22,10.0,2110564.14
Leblon,36,1,3,0,7,19.0,924761.32
Copacabana,115,1,1,1,12,,1535365.38
Grajau,255,2,3,2,15,0.0,2029699.57
Tijuca,277,5,6,3,24,59.0,1959458.45
Centro,349,2,3,0,13,39.0,1624727.64
Grajau,205,5,6,2,3,27.0,1461793.98
Copacabana,27,3,4,0,23,12.0,385494.65
Copacabana,308,4,6,0,12,35.0,3663595.5
Copacabana,77,4,6,1,4,32.0,773274.58
Leblon,64,1,3,2,4,13.0,1254725.0
Copacabana,244,1,2,1,5,0.0,2609622.79
Vila Isabel,221,5,5,3,18,28.0,1183535.35
Centro,44,5,6,2,23,30.0,215789.67
Santa Teresa,80,1,1,1,11,47.0,544951.07
Vila Isabel,216,4,4,1,2,23.0,1211982.27
Santa Teresa,107,5,5,1,22,5.0,986353.76
Botafogo,247,5,5,0,15,52.0,2319547.79
Tijuca,158,2,4,2,14,,938425.27
Vila Isabel,216,5,6,3,1,43.0,926588.27
Botafogo,179,4,4,1,24,2.0,2108344.56
Copacabana,143,5,5,1,1,2.0,1508825.68
Flamengo,136,1,1,3,15,1.0,1262580.99
Vila Isabel,251,4,6,2,14,47.0,1675143.75
Santa Teresa,192,1,3,1,12,14.0,1165920.51
Grajau,218,2,2,0,13,47.0,1620552.75
Ipanema,212,1,1,3,9,56.0,2995569.88
Laranjeiras,92,3,4,2,14,39.0,864188.87
Vila Isabel,321,5,6,2,9,,1737393.86
Flamengo,208,4,4,1,11,55.0,1738171.76
Vila Isabel,258,2,4,0,16,43.0,1776169.65
Vila Isabel,311,3,3,1,18,48.0,1402716.63
Recreio,325,2,2,3,3,36.0,2245296.3
Copacabana,241,4,5,1,24,13.0,2641075.06
Recreio,280,2,2,2,2,6.0,1738477.27
Botafogo,178,1,1,3,6,22.0,1616869.49
Ipanema,264,3,3,0,8,28.0,5443991.04
Ipanema,129,5,5,0,8,20.0,2116840.33
Flamengo,256,3,5,0,8,6.0,3350900.73
Jacarepagua,52,2,2,3,8,30.0,362101.17
Meier,322,1,1,2,10,29.0,2304215.77
Laranjeiras,104,5,5,3,19,57.0,994623.27
Meier,238,4,4,3,20,57.0,1393693.09
Centro,28,1,2,1,8,36.0,150258.43
Ipanema,75,1,3,0,6,51.0,1071402.05
Vila Isabel,345,1,1,1,16,18.0,2301399.75
Recreio,295,2,4,2,1,58.0,1789243.32
Leblon,97,5,6,1,11,56.0,1657376.69
Vila Isabel,67,1,1,0,5,7.0,479365.91
Laranjeiras,289,5,6,3,15,42.0,2168699.63
Copacabana,346,1,1,1,1,27.0,2863570.13
Leblon,79,4,5,2,20,15.0,1864869.34
Copacabana,240,2,3,3,6,24.0,2339154.01
Tijuca,117,5,6,2,12,54.0,618991.15
Ipanema,266,3,3,2,14,55.0,3634756.94
Flamengo,160,2,2,0,11,20.0,1434396.0
Jacarepagua,65,2,4,2,11,27.0,415164.58
Santa Teresa,130,5,6,3,6,30.0,887746.77
Laranjeiras,200,3,3,3,19,44.0,1905264.91
Centro,284,2,3,0,12,28.0,1601369.21
Jacarepagua,31,4,6,0,5,23.0,166484.69
Copacabana,336,3,3,0,6,55.0,3082353.81
Ipanema,236,4,5,3,10,22.0,3200637.69
Centro,309,3,5,1,21,15.0,1991119.19
Copacabana,327,1,3,2,24,19.0,4483996.95
Copacabana,74,1,2,1,9,19.0,964621.79
Botafogo,55,1,3,2,9,,420834.37
Grajau,277,3,4,3,3,39.0,1223328.46
Recreio,86,3,3,1,13,8.0,687193.74
Flamengo,73,4,6,3,5,53.0,664190.87
Recreio,177,5,5,1,20,15.0,1581570.07
Leblon,321,1,1,0,13,6.0,6447642.46
Barra da Tijuca,283,5,6,0,5,40.0,2359300.19
Ipanema,193,5,6,1,22,12.0,3252875.85
Laranjeiras,88,4,6,2,20,45.0,632346.55
Leblon,134,3,5,3,7,56.0,2505161.31
Barra da Tijuca,248,1,2,3,3,41.0,2996650.26
Santa Teresa,76,1,2,2,6,46.0,406264.64
Meier,195,1,2,1,9,29.0,1066510.36
Recreio,28,4,4,0,10,20.0,246864.26
Meier,130,3,4,3,20,36.0,530808.27
Laranjeiras,105,1,1,1,24,21.0,987322.53
Botafogo,246,1,1,3,18,52.0,2294243.7
Centro,322,1,3,2,21,28.0,1880934.13
Grajau,72,4,6,3,3,29.0,325159.36
Meier,284,4,4,3,3,40.0,1293301.67
Recreio,238,4,4,2,22,11.0,2324551.43
Leblon,340,1,1,2,15,33.0,8305099.97
Botafogo,321,1,1,0,5,45.0,2523550.43
Santa Teresa,57,1,3,0,19,46.0,353019.32
Meier,266,4,6,2,4,13.0,1351549.49
Tijuca,217,4,6,2,19,3.0,1832060.04
Recreio,61,2,3,2,22,,551795.49
Meier,108,1,1,1,12,49.0,518469.43
Meier,326,2,2,2,16,15.0,1488890.7
Flamengo,201,5,6,3,18,3.0,2286500.21
Botafogo,135,1,3,0,22,35.0,1208489.2
Centro,129,4,5,1,14,,599676.8
Recreio,297,3,4,3,7,13.0,3068928.93
Santa Teresa,117,1,3,0,5,2.0,750597.09
Leblon,76,5,6,1,8,8.0,1599346.5
Leblon,211,3,3,1,1,7.0,3641173.19
Recreio,347,4,5,2,17,12.0,3077263.8
Jacarepagua,84,1,1,1,9,10.0,579017.87
Flamengo,107,2,3,3,17,38.0,964300.27
Recreio,177,4,5,0,1,13.0,1388990.14
Grajau,89,4,4,1,8,32.0,652700.8
Jacarepagua,236,1,1,2,9,24.0,1366708.34
Ipanema,107,4,5,0,2,39.0,1758442.29
Ipanema,66,5,6,3,20,39.0,1164838.83
Santa Teresa,109,4,6,2,14,35.0,437656.64
Leblon,327,2,2,3,21,53.0,5775593.03
Santa Teresa,328,5,5,1,20,11.0,2286556.85
Tijuca,189,4,6,1,0,31.0,1048785.69
Ipanema,155,1,3,3,21,23.0,3331902.24
Tijuca,291,1,3,0,1,31.0,1749231.99
Centro,88,5,6,1,21,8.0,719107.2
Recreio,237,2,4,1,16,19.0,1553217.37
Laranjeiras,246,1,2,1,20,56.0,1550038.41
Centro,255,3,5,1,12,,1373515.35
Recreio,95,3,4,2,4,25.0,683790.1
Centro,257,3,5,0,3,6.0,1588162.65
Santa Teresa,223,4,5,3,2,38.0,1434903.79
Recreio,309,5,6,3,20,18.0,2572898.86
Leblon,81,4,6,0,13,19.0,1639155.68
Recreio,224,1,2,3,5,5.0,1954041.26
Vila Isabel,294,1,1,1,3,17.0,1945609.79
Botafogo,115,1,3,0,1,12.0,1484441.69
Santa Teresa,266,2,3,1,6,2.0,2104006.15
Meier,57,2,4,3,18,35.0,265269.0
Centro,258,5,6,3,22,58.0,1124370.0
Tijuca,222,2,4,2,15,7.0,2108027.45
Grajau,87,1,2,3,24,3.0,741417.89
Copacabana,46,5,6,1,9,6.0,400148.51
Tijuca,267,2,4,3,8,32.0,1239494.36
Recreio,103,5,5,2,17,49.0,627891.62
Jacarepagua,186,4,6,0,3,,1066378.26
Jacarepagua,44,5,6,0,22,7.0,281363.88
Leblon,338,5,6,1,19,5.0,8551872.69
Botafogo,203,1,3,0,0,36.0,1782872.88
Ipanema,327,4,6,1,4,21.0,6499648.11
Meier,77,3,4,3,15,21.0,454650.61
Barra da Tijuca,91,4,5,0,18,14.0,1213161.66
Meier,223,4,6,2,5,53.0,1082760.96
Meier,221,3,3,3,18,22.0,887508.76
Flamengo,282,2,3,1,11,42.0,2320335.97
Meier,326,5,6,2,16,44.0,1541578.47
Centro,292,4,6,1,10,3.0,1975640.06
Meier,70,5,5,1,11,14.0,280559.02
Centro,125,2,2,3,9,53.0,553554.9
Centro,321,5,6,2,3,52.0,1533515.71
Tijuca,203,2,4,1,4,24.0,1464409.18
Botafogo,306,3,4,3,4,9.0,3862186.64
Laranjeiras,207,5,5,3,20,17.0,2205367.35
Barra da Tijuca,41,2,2,3,10,56.0,399270.33
Meier,178,2,3,3,9,40.0,901308.23
Leblon,293,5,6,1,21,4.0,6769534.4
Recreio,237,5,5,1,22,43.0,1793980.18
Jacarepagua,68,2,3,0,5,8.0,449335.63
Centro,93,2,3,2,8,18.0,524502.76
Jacarepagua,302,2,2,3,10,28.0,1725081.08
Barra da Tijuca,343,1,1,2,20,21.0,5022890.81
Santa Teresa,269,3,4,2,16,41.0,2045088.02
Jacarepagua,56,2,4,3,13,9.0,404965.68
Vila Isabel,226,5,6,0,5,52.0,1503402.81
Laranjeiras,294,1,2,1,9,35.0,2661803.69
Meier,233,4,4,2,0,18.0,1085473.52
Grajau,218,3,5,0,17,57.0,1274719.58
Ipanema,176,4,6,3,22,28.0,3236840.99
Grajau,104,1,1,0,19,24.0,766057.54
Vila Isabel,116,3,4,3,7,1.0,950617.39
Jacarepagua,267,4,4,2,12,59.0,894748.27
Laranjeiras,47,2,4,3,23,50.0,458172.43
Jacarepagua,52,5,6,3,10,10.0,397603.01
Tijuca,153,3,3,2,20,56.0,986261.1
Laranjeiras,276,2,4,3,14,47.0,2336867.53
Botafogo,238,1,2,1,12,25.0,2340180.89
Tijuca,216,1,2,2,14,55.0,1257907.12
Jacarepagua,198,3,3,3,5,33.0,1123229.02
Vila Isabel,60,3,5,0,10,41.0,356490.68
Barra da Tijuca,132,5,6,1,7,10.0,1869660.38
Jacarepagua,50,4,6,0,18,6.0,347005.95
Copacabana,271,1,1,2,15,31.0,3352116.88
Ipanema,269,3,4,3,9,19.0,5119533.74
Copacabana,108,3,3,0,20,58.0,856652.83
Ipanema,120,1,3,2,11,5.0,2499203.72
Grajau,128,4,5,1,23,45.0,990109.28
Vila Isabel,314,3,5,3,15,36.0,1791955.71
Vila Isabel,183,1,1,0,22,52.0,1196816.52
Copacabana,272,3,5,0,24,59.0,2222638.9
Ipanema,170,4,4,0,8,52.0,2344462.46
Tijuca,251,2,3,1,6,22.0,1559721.93
Meier,196,2,2,1,20,41.0,1137742.06
Barra da Tijuca,115,1,1,3,5,9.0,1823523.59
Jacarepagua,309,2,3,1,18,,1702126.12
Leblon,255,5,5,0,4,16.0,6189168.66
Flamengo,275,4,5,2,21,15.0,3506791.78
Tijuca,333,1,3,0,17,34.0,2238017.84
Copacabana,105,3,3,1,13,7.0,1320136.46
Laranjeiras,54,1,3,2,11,34.0,498640.38
Grajau,214,3,3,1,15,24.0,1238012.9
Copacabana,131,1,1,2,9,13.0,1561327.76
Recreio,166,4,5,1,9,33.0,1626934.32
Vila Isabel,101,3,4,3,5,,482393.09
Flamengo,154,4,5,1,3,36.0,1445899.74
Vila Isabel,152,3,3,3,22,5.0,1153275.71
Recreio,138,2,3,2,18,33.0,1041380.33
Barra da Tijuca,266,2,2,2,11,37.0,3072131.08
Flamengo,217,2,2,0,20,41.0,2396547.82
Leblon,179,3,5,0,15,25.0,4011774.88
Botafogo,61,3,3,2,14,5.0,774553.91
Centro,210,4,5,1,2,7.0,1522952.0
Flamengo,81,1,2,1,13,19.0,746806.92
Ipanema,127,2,2,3,2,38.0,1576489.24
Jacarepagua,159,5,6,1,17,44.0,1021526.85
Barra da Tijuca,70,5,6,1,1,40.0,746622.72
Jacarepagua,151,5,6,2,12,18.0,991068.97
Santa Teresa,111,2,3,3,9,26.0,715008.07
Ipanema,301,1,3,3,3,2.0,5761564.04
Santa Teresa,304,1,3,2,11,47.0,1639846.4
Recreio,26,1,1,0,5,21.0,204678.27
Laranjeiras,220,5,6,0,6,30.0,1651960.01
Recreio,233,5,6,2,22,26.0,1660782.7
Tijuca,147,5,6,2,8,17.0,1001436.33
Laranjeiras,177,4,4,0,10,10.0,1100291.92
Flamengo,281,2,3,2,0,57.0,1659587.3
Leblon,147,3,5,3,7,7.0,3609122.51
Flamengo,45,5,6,0,8,56.0,354532.45
Laranjeiras,146,5,5,3,17,6.0,1224541.79
Barra da Tijuca,107,3,4,1,2,5.0,1482357.78
Grajau,149,5,6,1,23,54.0,737116.02
Centro,99,2,2,2,3,56.0,481105.36
Barra da Tijuca,73,3,4,0,16,53.0,740249.28
Copacabana,345,5,5,0,0,46.0,3032335.86
Flamengo,66,2,4,3,20,29.0,612251.11
Botafogo,254,4,6,1,17,6.0,4069506.71
Laranjeiras,258,3,5,0,20,35.0,1971114.16
Jacarepagua,225,2,3,2,23,31.0,1315161.48
Jacarepagua,321,2,2,0,20,44.0,1846190.71
Leblon,26,4,5,3,15,2.0,520870.53
Flamengo,123,3,5,0,20,4.0,1008856.46
Leblon,84,2,2,2,2,35.0,1401006.21
Recreio,212,4,4,1,16,51.0,1615059.82
